Designator,Mid X,Mid Y,Rotation,Layer
BZ1,135.5,-67.85,0.0,top
SW1,108.85,-38.8,0.0,top
U1,147.4,-99.7,180.0,top
U2,165.225,-30.475,0.0,top
U3,133.8,-29.8,0.0,top
U4,110.2,-89.9,0.0,top
